,id,alias,name,url,review_count,rating,transactions,price,phone,category,latitude,longitude
66,xW8aXxMdmqbRqhE_noP1RQ,stone-way-cafe-seattle,Stone Way Cafe,https://www.yelp.com/biz/stone-way-cafe-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,336,4.0,"['pickup', 'delivery']",$$,+12064204435,"coffee,sandwiches",47.64995,-122.34245
67,-sc1uSyVGWl54Y6D4MIIZg,dukes-seafood-seattle-9,Duke's Seafood,https://www.yelp.com/biz/dukes-seafood-seattle-9?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,439,3.5,"['pickup', 'delivery']",$$,+12065224908,"seafood,bars",47.6860118,-122.3380937
68,TTVoBSvEWF65Z6BEKK9mbw,lula-salads-seattle,Lula Salads,https://www.yelp.com/biz/lula-salads-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,64,5.0,['delivery'],$,+12068660405,"salad,foodtrucks",47.6619371,-122.3409264
69,Wk9f5Zpnu4T6Vzf6CF5iuA,paseo-seattle-11,Paseo,https://www.yelp.com/biz/paseo-seattle-11?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,5147,4.5,"['delivery', 'pickup']",$$,+12065457440,"caribbean,cuban,sandwiches",47.65849,-122.35031
70,4ysAJBUfOcVjnpIRg6I6qw,cultivate-seattle-3,Cultivate,https://www.yelp.com/biz/cultivate-seattle-3?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,124,3.0,['delivery'],$$,+12066853622,"newamerican,breakfast_brunch",47.65651,-122.31512
71,ehRi1S7QHUvl5LCJhEoepg,sand-point-grill-seattle-2,Sand Point Grill,https://www.yelp.com/biz/sand-point-grill-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,123,4.0,['delivery'],$$,+12067291303,"newamerican,cocktailbars",47.66811,-122.27691
72,elIn9Sr5ysAd8Jm0oLnicQ,magnuson-cafe-and-brewery-seattle-2,Magnuson Cafe & Brewery,https://www.yelp.com/biz/magnuson-cafe-and-brewery-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,179,3.5,['delivery'],$$,+12065250669,"brewpubs,breakfast_brunch",47.688274,-122.26489
73,eiiv6V121iaiBC4N5RcCNw,gyro-and-more-seattle,Gyro & More,https://www.yelp.com/biz/gyro-and-more-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,36,5.0,"['pickup', 'delivery']",,+12069223821,"sandwiches,pizza,mediterranean",47.62997,-122.34254
74,j2XFwMQmQ3IQFRyhvicDWQ,beanfish-seattle-3,BeanFish,https://www.yelp.com/biz/beanfish-seattle-3?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,151,4.0,[],$,+12028103474,"foodtrucks,japanese,waffles",47.6501840524394,-122.352953752531
75,u7SY4EWoUG5gcs_EM9RvNg,eastlake-bar-and-grill-seattle-2,Eastlake Bar & Grill,https://www.yelp.com/biz/eastlake-bar-and-grill-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,497,3.5,"['pickup', 'delivery']",$$,+12069577777,"bars,breakfast_brunch,tradamerican",47.64851,-122.32407
76,UQ3i_E7q85W6VzsyHfaz8g,the-atlantic-crossing-seattle,The Atlantic Crossing,https://www.yelp.com/biz/the-atlantic-crossing-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,173,4.0,['delivery'],$$,+12067296266,"pubs,british,sportsbars",47.67615,-122.31709
77,esHzJ47SzvtsJwRMIa7hxQ,latona-pub-seattle,Latona Pub,https://www.yelp.com/biz/latona-pub-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,346,4.0,"['pickup', 'delivery']",$$,+12065252238,"pubs,burgers,salad",47.67572,-122.32568
78,qpfE2YYAN4DsKo_46yv2Qg,franks-oyster-house-and-champagne-parlor-seattle,Frank's Oyster House & Champagne Parlor,https://www.yelp.com/biz/franks-oyster-house-and-champagne-parlor-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,330,4.0,['delivery'],$$,+12065250220,"newamerican,seafood,champagne_bars",47.66863,-122.29892
79,g8r5jy1KZvn9d67mFG5c7g,wedgwood-broiler-seattle,Wedgwood Broiler,https://www.yelp.com/biz/wedgwood-broiler-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,195,3.0,"['pickup', 'delivery']",$$,+12065231115,"tradamerican,lounges",47.6891564412914,-122.290207175394
80,NppFKA3c9JbugFn9MYCbMA,sunlight-cafe-seattle,Sunlight Cafe,https://www.yelp.com/biz/sunlight-cafe-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,318,3.5,"['delivery', 'pickup']",$$,+12065229060,"vegetarian,breakfast_brunch,burgers",47.6751896,-122.3183849
81,vXFuw8BrjZ9tgB7AimYHBA,coopers-alehouse-seattle,Cooper's Alehouse,https://www.yelp.com/biz/coopers-alehouse-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,153,4.0,['delivery'],$$,+12065222923,"tradamerican,sportsbars,chicken_wings",47.68821,-122.31145
82,v2Z7JI6bQQhrJ2Kmm1mJjQ,ha-seattle,Ha!,https://www.yelp.com/biz/ha-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,218,4.0,['delivery'],$$,+12065881169,"comfortfood,bars",47.65892,-122.34977
83,vnSWbn1zcx2GKQphjejedg,marination-mobile-seattle-3,Marination Mobile,https://www.yelp.com/biz/marination-mobile-seattle-3?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,51,4.5,[],$,+12063288226,"foodtrucks,asianfusion,hawaiian",47.6321449279785,-122.34651184082
84,qijWfx0TntWienW8YmuSpg,314-pie-seattle,314 Pie,https://www.yelp.com/biz/314-pie-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,63,4.0,[],$$,+14254292314,"foodtrucks,bakeries,australian",47.6287723340688,-122.345820646033
85,v-juMxNShiX3C35ti5cyFg,evergreens-salad-seattle-3,Evergreens Salad,https://www.yelp.com/biz/evergreens-salad-seattle-3?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,112,3.5,['delivery'],$$,+12065240741,"salad,wraps",47.66392,-122.28555
86,Vwbp0MOK_x5aID_-yy00IQ,zaina-food-drinks-and-friends-seattle-3,Zaina Food Drinks & Friends,https://www.yelp.com/biz/zaina-food-drinks-and-friends-seattle-3?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,211,4.0,['delivery'],$,+12065283876,"greek,mediterranean,mideastern",47.6869020409215,-122.312771492244
87,FJlMfEtr7E-uTzUxspuzIg,cedars-restaurant-seattle-5,Cedars Restaurant,https://www.yelp.com/biz/cedars-restaurant-seattle-5?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,863,4.0,"['delivery', 'pickup']",$$,+12065274000,"indpak,mediterranean",47.6647397425756,-122.31433656316
88,UDsRbNycXhKU3M5dhVGm2g,buddha-bruddah-seattle-3,Buddha Bruddah,https://www.yelp.com/biz/buddha-bruddah-seattle-3?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,86,3.5,[],$,+12065564134,"foodtrucks,asianfusion,hawaiian",47.6321449279785,-122.34651184082
89,uVRLorFxUcquz1rkv4c3Eg,luckys-pho-seattle,Lucky's Pho,https://www.yelp.com/biz/luckys-pho-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,271,4.0,"['delivery', 'pickup']",$,+12065475125,"vietnamese,noodles,sandwiches",47.6496583727287,-122.349531082803
90,e-kVuLSYoTbyKcodoZ_eDQ,shelter-lounge-seattle-3,Shelter Lounge,https://www.yelp.com/biz/shelter-lounge-seattle-3?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,346,3.0,['delivery'],$$,+12064207452,"lounges,newamerican",47.6801682,-122.3254471
91,sLH8jNRpsq7UFJRPpUGMgQ,the-westy-roosevelt-seattle,The Westy Roosevelt,https://www.yelp.com/biz/the-westy-roosevelt-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,54,4.0,['delivery'],$$,+12064025518,"sportsbars,tradamerican",47.67561,-122.31502
92,zSp9rLzeGCrvrGNUejN1dQ,finn-maccools-irish-public-house-seattle,Finn MacCool's Irish Public House,https://www.yelp.com/biz/finn-maccools-irish-public-house-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,176,3.0,['delivery'],$,+12066750885,"irish,pubs,pizza",47.658947,-122.313523
93,XkSIBXiCPKU3dpukTE7hyg,ravenna-varsity-restaurant-seattle,Ravenna Varsity Restaurant,https://www.yelp.com/biz/ravenna-varsity-restaurant-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,118,3.0,"['delivery', 'pickup']",$$,+12065252701,"coffee,breakfast_brunch,tradamerican",47.6759185791016,-122.30241394043
94,zJmCi6rbqzwveazbekd63A,alley-cat-seattle,Alley Cat,https://www.yelp.com/biz/alley-cat-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,1,5.0,['delivery'],,+12065882570,sandwiches,47.65117,-122.35047
95,HSvxkRy8GQTZX56OFB4L-g,samurai-noodle-seattle-3,Samurai Noodle,https://www.yelp.com/biz/samurai-noodle-seattle-3?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,366,3.0,"['delivery', 'pickup']",$$,+12065471774,"ramen,noodles",47.65799,-122.31288
96,phbhMeEye0H2I009xbID2w,the-backdoor-seattle,The Backdoor,https://www.yelp.com/biz/the-backdoor-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,270,4.0,[],$$,+12066327322,"newamerican,speakeasies,cocktailbars",47.65219,-122.35267
97,CPmmUbXk9_CBM890V30zzw,sinbad-express-seattle,Sinbad Express,https://www.yelp.com/biz/sinbad-express-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,297,4.0,"['delivery', 'pickup']",$$,+12066327426,mediterranean,47.651267401768,-122.350738495588
98,3TEdx5lOu6f1rVLVJSpxgw,costas-restaurant-seattle,Costa's Restaurant,https://www.yelp.com/biz/costas-restaurant-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,313,3.0,"['delivery', 'pickup']",$$,+12066332751,"greek,mediterranean,breakfast_brunch",47.66295,-122.3134
99,Lk-RRIxK9_0OjMta4jdkTQ,otter-bar-and-burger-seattle,Otter Bar And Burger,https://www.yelp.com/biz/otter-bar-and-burger-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,101,3.5,['delivery'],$$,+12069069401,"bars,burgers",47.6418537,-122.3261937
100,xcZZ0Gm81bl8xQfvws231A,uneeda-burger-seattle,Uneeda Burger,https://www.yelp.com/biz/uneeda-burger-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,1259,4.0,['delivery'],$$,+12065472600,"burgers,sandwiches",47.65952,-122.34976
101,ageaxK4wI-J6EmsnKEH3lQ,lagétta-pasta-and-pub-seattle,Lagétta Pasta & Pub,https://www.yelp.com/biz/lag%C3%A9tta-pasta-and-pub-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,1,5.0,"['pickup', 'delivery']",,+12066877047,"italian,pubs,cocktailbars",47.6819957532221,-122.344716996925
102,IhdHi2fdVQ8kwQOk--SciA,the-dock-sports-bar-and-grill-seattle,The Dock Sports Bar & Grill,https://www.yelp.com/biz/the-dock-sports-bar-and-grill-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,187,3.0,"['pickup', 'delivery']",$$,+12068298372,"tradamerican,sportsbars,karaoke",47.6488571166992,-122.343627929688
103,wx9wFL8MSvPtUv0727nzSg,pacific-inn-pub-seattle,Pacific Inn Pub,https://www.yelp.com/biz/pacific-inn-pub-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,331,4.0,['delivery'],$,+12065472967,"divebars,tradamerican,fishnchips",47.64965,-122.34309
104,CycF-FKea-x1jGukd4khyg,the-white-swan-public-house-seattle-2,The White Swan Public House,https://www.yelp.com/biz/the-white-swan-public-house-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,237,4.0,"['delivery', 'pickup']",$$,+12065882680,"bars,seafood,venues",47.6288185119629,-122.331748962402
105,YxOA2LgFcVuyN3kkops7IQ,the-maple-seattle,The Maple,https://www.yelp.com/biz/the-maple-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,225,4.0,['delivery'],$$,+12064026135,"breakfast_brunch,tradamerican,cocktailbars",47.69389,-122.31792
106,404qACN5-6dinNMaqCyUng,the-torta-shop-seattle,The Torta Shop,https://www.yelp.com/biz/the-torta-shop-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,1,3.0,['delivery'],,,sandwiches,47.659214,-122.350368
107,6bsvnSef1lsaW76slfBPjA,greenlake-grill-seattle-4,Greenlake Grill,https://www.yelp.com/biz/greenlake-grill-seattle-4?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,500,3.5,"['pickup', 'delivery']",$$,+12067296179,"tradamerican,bars,breakfast_brunch",47.68049,-122.32571
108,ekr2Pik1Dol4K6yw49I_VA,luu-s-cafe-seattle,Luu’s Cafe,https://www.yelp.com/biz/luu-s-cafe-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,40,4.5,[],,+12069466778,"waffles,sandwiches,bubbletea",47.690422,-122.291054
109,e6qDxCoAcOP3UQo7ksjwwA,bamboo-village-restaurant-seattle-2,Bamboo Village Restaurant,https://www.yelp.com/biz/bamboo-village-restaurant-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,256,3.5,"['pickup', 'delivery']",$$,+12066328888,dimsum,47.6645,-122.34026
110,RonhjBesAHEsqwcMhFh5TA,jack-in-the-box-seattle-7,Jack in the Box,https://www.yelp.com/biz/jack-in-the-box-seattle-7?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,50,2.5,['delivery'],$,+12065242296,"hotdogs,burgers,tacos",47.6908038530142,-122.344072
111,N3KaArUnY-jd6RxnKm7rEA,a-pizza-mart-bar-and-grill-seattle,A Pizza Mart Bar & Grill,https://www.yelp.com/biz/a-pizza-mart-bar-and-grill-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,73,2.5,"['pickup', 'delivery']",$$,+12065174000,"bars,pizza",47.66776,-122.3127
112,EXbGW-FQzH8Jh7T9zrVCSQ,the-mountaineering-club-seattle-4,The Mountaineering Club,https://www.yelp.com/biz/the-mountaineering-club-seattle-4?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,123,3.5,[],$$,+12066342000,"cocktailbars,sandwiches,hotdog",47.6615749747441,-122.314511872436
113,uXaDNYDuwbjIfeESV54DxA,74th-street-ale-house-seattle,74th Street Ale House,https://www.yelp.com/biz/74th-street-ale-house-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,244,3.5,['delivery'],$$,+12067842955,"pubs,newamerican,beerbar",47.682683,-122.35562
114,nT3E2EORXiaX2aAvUIsVBg,swel-restaurant-seattle-2,SWeL Restaurant,https://www.yelp.com/biz/swel-restaurant-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,300,4.5,['delivery'],$$,+12064589815,newamerican,47.650697,-122.35178
115,Y0zGIrcJEjDqUEu2QsrRmg,wayward-vegan-cafe-seattle-2,Wayward Vegan Cafe,https://www.yelp.com/biz/wayward-vegan-cafe-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,685,4.0,"['delivery', 'pickup']",$$,+12065240204,"breakfast_brunch,vegan,vegetarian",47.67572546669312,-122.31987937237436
116,WA7EgLQVZH5hU1BAnKsWQQ,varsity-inn-restaurant-seattle-2,Varsity Inn Restaurant,https://www.yelp.com/biz/varsity-inn-restaurant-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,137,4.0,['delivery'],$,+12065472161,diners,47.6478805541992,-122.335983276367
117,6KdeE1zBSNaSH6llnaP-_Q,kiss-my-grits-seattle,Kiss My Grits,https://www.yelp.com/biz/kiss-my-grits-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,45,4.0,[],$$,+14252439525,"foodtrucks,filipino,catering",47.65718,-122.34893
118,D9vek2JvbXLwCVIfxmp2mg,julias-of-wallingford-seattle,Julia's of Wallingford,https://www.yelp.com/biz/julias-of-wallingford-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,357,3.0,"['pickup', 'delivery']",$$,+12066331175,"breakfast_brunch,tradamerican,vegetarian",47.660474,-122.336286
119,nb-V_O9rYbhScKG86JBFgg,wing-dome-seattle-4,Wing Dome,https://www.yelp.com/biz/wing-dome-seattle-4?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,477,3.0,"['pickup', 'delivery']",$$,+12067064036,"chicken_wings,bbq",47.686088,-122.354999
120,Dj9UJMxrhg-mOVvbG0abPA,art-of-the-table-seattle,Art of The Table,https://www.yelp.com/biz/art-of-the-table-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,662,4.0,['delivery'],$$$$,+12062820942,newamerican,47.6528780234499,-122.342783700594
121,N_-gjv4iMPw5o6-qqCoBaQ,mcgilvras-seattle,McGilvra's,https://www.yelp.com/biz/mcgilvras-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,154,3.0,['delivery'],$$,+12063250834,"irish,irish_pubs",47.6364311254914,-122.277245850419
122,iLxxFm2BVKTXjitoSlZDXQ,the-park-public-house-seattle,The Park Public House,https://www.yelp.com/biz/the-park-public-house-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,194,4.0,"['pickup', 'delivery']",$$,+12067898187,"pubs,sportsbars,tradamerican",47.67367,-122.35406
123,FZrY2w0IDOj_yMHCohN6UQ,kates-pub-seattle,Kate's Pub,https://www.yelp.com/biz/kates-pub-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,291,4.0,['delivery'],$,+12065476832,"pubs,tradamerican",47.6611,-122.32461
124,IsNGdkrf6SPoo3jBHPhw3w,murphys-pub-seattle,Murphy's Pub,https://www.yelp.com/biz/murphys-pub-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,231,3.5,['delivery'],$$,+12066342110,"irish,irish_pubs",47.661611,-122.333934
125,eF1jlf-dYlJDCxQ8QRo3ww,st-andrews-bar-and-grill-seattle,St Andrews Bar & Grill,https://www.yelp.com/biz/st-andrews-bar-and-grill-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,128,4.0,['delivery'],$$,+12065231193,"tradamerican,venues,pubs",47.6832043,-122.344188907375
126,UzK3-_VXrBwT2j4ULAWEXQ,the-masonry-seattle-2,The Masonry,https://www.yelp.com/biz/the-masonry-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,102,3.5,['delivery'],$$,+12065574907,"pizza,beerbar",47.6495849,-122.3487243
127,jOOGEOgE6ACHdm5n7nChbg,blue-star-cafe-and-pub-seattle-3,Blue Star Cafe & Pub,https://www.yelp.com/biz/blue-star-cafe-and-pub-seattle-3?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,539,3.5,"['pickup', 'delivery']",$$,+12065480345,"breakfast_brunch,burgers,tradamerican",47.6618799,-122.34174
128,q9gG8kV5dduvM6oXbUjqPg,ltd-bar-and-grill-seattle,LTD Bar & Grill,https://www.yelp.com/biz/ltd-bar-and-grill-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,133,3.5,"['pickup', 'delivery']",$$,+12066327876,"sportsbars,tradamerican,breakfast_brunch",47.65216,-122.35522
129,yAunXGb3Nu7iwNlA9cXxSg,olympia-pizza-and-spaghetti-house-ii-seattle,Olympia Pizza & Spaghetti House II,https://www.yelp.com/biz/olympia-pizza-and-spaghetti-house-ii-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,132,3.0,"['pickup', 'delivery']",$$,+12066333655,"pizza,italian",47.661795,-122.340997
130,9YeSEzr8HZMCuQlAyr8FPw,thai-tom-seattle,Thai Tom,https://www.yelp.com/biz/thai-tom-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,2232,3.5,[],$,+12065489548,thai,47.662455,-122.3132706
